"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009952","anterior/posterior pattern specification","43/1938","220/18986",0.195454545454545,1.91480908152735,4.60152112819059,2.21262903647776e-05,0.0103773922162335,0.00928066273558215,"PRICKLE1/HOXA3/SFRP2/HOXA9/EN1/HOXC9/RARG/BMPR2/SMAD3/CRKL/SSBP3/HOXA2/ACVR2B/HOXC13/NOG/CTNNBIP1/KAT2A/EP300/HOXB3/ABI1/RBPJ/DLL3/HOXC11/HOXA5/HOXC6/GATA4/HOXA6/LDB1/BMP2/HES5/SFRP1/DLL1/NLE1/PCGF2/CELSR2/TSHZ1/HIPK1/BASP1/DDIT3/PBX1/HEY2/HIPK2/ETS2",43
"GO:0010506","regulation of autophagy","64/1938","373/18986",0.171581769436997,1.6809347133802,4.47813488380399,2.27190133821735e-05,0.0103773922162335,0.00928066273558215,"PTPN22/WAC/RUFY4/ULK3/CCNY/RNF41/VPS13D/UBQLN2/TBC1D14/GPR137B/PHF23/MTMR3/PIP4K2B/EP300/RAB3GAP1/SIRT1/ATP6V1C2/RRAGB/SUPT5H/VPS26B/HSPB1/MTOR/TRIM6/LEP/PIK3CB/GATA4/USP13/ABL2/VPS26A/ATP6V1G2/BCL2/UBQLN4/ADCY10/PINK1/SNX18/PARK7/AMBRA1/MAPK3/MAPT/HUWE1/SIRT2/EPM2A/RRAGA/MAPK8/GSK3A/TAB2/TRIM8/DEPDC5/SNRNP70/FOXO3/WNK1/PIK3R4/DDIT3/KDM4A/CDK5R1/UBQLN1/PIK3CA/MTMR9/EEF1A1/ATP6V1C1/ATP6V0D1/KAT5/CSNK2A1/CDK5RAP3",64
"GO:0050890","cognition","58/1938","329/18986",0.17629179331307,1.7270773931073,4.48542039419332,2.42777864407972e-05,0.0103773922162335,0.00928066273558215,"AGER/MAPK1/EN1/SLC1A4/EIF4EBP2/AFF2/THRA/CUX2/TMOD2/SYT11/NOG/TNR/NETO1/DGCR2/KAT2A/EP300/IFT20/CHRNA4/ELAVL4/SLC2A4/TTC36/UCN/SHISA7/RELN/GRIA1/NF1/PAFAH1B1/FYN/SLC1A1/TAAR5/ABCA7/CLSTN2/CPEB3/CX3CR1/SORCS3/CRTC1/PPP3CB/JPH3/NTRK2/MAPT/BTBD9/SLC8A3/EPM2A/PLCB1/RASGRF1/SLC8A2/PTEN/PIAS1/SHANK1/MAP1A/SHANK2/JPH4/MGAT3/SOBP/ATAD1/GIT1/NIPBL/DDHD2",58
"GO:0099084","postsynaptic specialization organization","17/1938","56/18986",0.303571428571429,2.97399749373434,4.98781999874573,2.65260253221432e-05,0.0103773922162335,0.00928066273558215,"PRICKLE1/CBLN1/CRKL/LRRC4/SLC30A1/OPHN1/RAPSN/RELN/GRID2/LATS1/PTEN/SHANK1/SHANK2/HSPA8/SPTBN2/ARHGEF9/PTPRD",17
"GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","17/1938","56/18986",0.303571428571429,2.97399749373434,4.98781999874573,2.65260253221432e-05,0.0103773922162335,0.00928066273558215,"SUFU/WAC/QRICH2/RPL5/USP7/TTC36/EIF3H/HSP90AB1/PARK7/RPS7/OGT/RPL11/UBXN1/MAP1A/HIPK2/CSNK2A1/USP5",17
"GO:0007389","pattern specification process","77/1938","476/18986",0.161764705882353,1.58475991015601,4.35635563377875,3.02164410371011e-05,0.0103773922162335,0.00928066273558215,"PRICKLE1/SUFU/HOXA3/SFRP2/GSX2/HOXA9/EN1/MDFI/DZIP1L/HOXC9/PTCH1/IRX2/RARG/CAPRIN2/TLL1/BMPR2/CLUAP1/SMAD3/CRKL/SSBP3/HOXA2/ACVR2B/CXXC4/WNT7B/PKD2/HOXC13/NOG/NEK8/NRG3/CTNNBIP1/KAT2A/EP300/HOXB3/RFNG/LAMA5/ABI1/INTU/RBPJ/DLL3/SNAI1/ZEB1/HOXC11/HOXA5/HOXC6/POU5F1/GATA4/HOXA6/LDB1/BMP2/NOTCH2/RELN/BMP1/DMRTA2/HOXD11/GAS8/HES5/ERBB4/SFRP1/DLL1/AP1B1/SEMA3F/NLE1/SOX18/PCGF2/CELSR2/TSHZ1/RNF111/HIPK1/BASP1/DDIT3/PBX1/HEY2/HIPK2/VANGL2/DSCAML1/ETS2/NOMO1",77
"GO:0016055","Wnt signaling pathway","77/1938","476/18986",0.161764705882353,1.58475991015601,4.35635563377875,3.02164410371011e-05,0.0103773922162335,0.00928066273558215,"PRICKLE1/IFT80/SFRP2/CCNY/DDB1/MDFI/ZRANB1/NDRG2/CSNK1G2/CHD8/BTRC/RARG/CAPRIN2/KREMEN2/SMAD3/CXXC4/HESX1/TNIK/WNT7B/PKD2/AMOTL2/NOG/CTNNBIP1/IFT20/RPS12/PCDH11Y/FERMT1/ATP6V1C2/RTF1/TRPM4/GNAQ/RBPJ/SNAI1/GPRC5B/HIC1/FBXW11/RBMS3/TERT/POU5F1/LDB1/BMP2/WNK2/SULF2/OTUD5/LATS2/CD24/SFRP1/WWOX/KANK1/NLE1/LMBR1L/WNT5B/RAC3/PRICKLE2/MBD2/EPM2A/TNKS2/CELSR2/NXN/LATS1/INVS/CSNK1E/USP34/SOX4/GSK3A/PTEN/TMEM170B/FOXO3/WNK1/BCL9L/DDIT3/CTNND2/RNF146/VANGL2/COL6A1/CSNK2A1/EDNRB",77
"GO:0072001","renal system development","58/1938","332/18986",0.174698795180723,1.71147127208524,4.40946493280244,3.18162254968835e-05,0.0103773922162335,0.00928066273558215,"PRICKLE1/RET/AP2B1/ARL3/PTCH1/IRX2/SMAD7/SMAD3/ACVR2B/WNT7B/PKD2/NOG/CTNNBIP1/IFT20/BMP6/LAMA5/NUP133/PDGFRA/HOXC11/GFRA1/RDH10/GPR4/SLC22A6/BMP2/NOTCH2/SIX4/SULF2/TFAP2B/NF1/HOXD11/CASP9/VEGFA/BCL2/BCL2L11/HES5/LIF/GZF1/ERBB4/CD24/SFRP1/DLL1/AP1B1/NLE1/INVS/SOX4/FBN1/SOX8/ADAMTS1/SGPL1/BASP1/COL4A1/HSPA8/NUP107/MTSS1/PBX1/VANGL2/NIPBL/EDNRB",58
"GO:0007611","learning or memory","51/1938","282/18986",0.180851063829787,1.77174318775663,4.40225890477773,3.68402545411791e-05,0.0113836386532243,0.0101805645236233,"AGER/MAPK1/EN1/EIF4EBP2/AFF2/THRA/CUX2/TMOD2/SYT11/NOG/TNR/NETO1/KAT2A/EP300/IFT20/ELAVL4/SLC2A4/TTC36/UCN/SHISA7/RELN/GRIA1/NF1/PAFAH1B1/FYN/SLC1A1/ABCA7/CLSTN2/CPEB3/CX3CR1/SORCS3/CRTC1/PPP3CB/JPH3/NTRK2/MAPT/BTBD9/SLC8A3/EPM2A/PLCB1/RASGRF1/SLC8A2/PTEN/PIAS1/SHANK1/MAP1A/SHANK2/JPH4/ATAD1/GIT1/DDHD2",51
"GO:0016236","macroautophagy","63/1938","372/18986",0.169354838709677,1.65911814640967,4.32872854893143,3.93574968814353e-05,0.0114481364075329,0.0102382458651847,"WAC/RUFY4/ULK3/ACBD5/TBC1D5/STAM/TCIRG1/PEX5/RNF41/STX12/VPS13D/UBQLN2/TBC1D14/VTI1A/PHF23/MTMR3/PIP4K2B/IFT20/NBR1/RAB3GAP1/SIRT1/ATP6V1C2/LIX1L/SUPT5H/VPS26B/MTOR/MFN2/MAP1LC3C/ARMC3/VPS26A/ATP6V1G2/UBQLN4/ADCY10/SNAP29/ABI2/ATG16L2/PINK1/HDAC10/SNX18/AMBRA1/MAPK3/AP4M1/HUWE1/EPM2A/OGT/WDFY3/MAPK8/GABARAP/GSK3A/ATG4B/PIK3R4/CDK5R1/UBQLN1/PIK3CA/CHMP1B/ATP6V1C1/ATP6V0D1/CHMP7/KAT5/UFC1/CSNK2A1/CDK5RAP3/CALM1",63
"GO:0061326","renal tubule development","25/1938","105/18986",0.238095238095238,2.33254705390928,4.61647167903518,4.23983936564508e-05,0.0114481364075329,0.0102382458651847,"PRICKLE1/PTCH1/IRX2/WNT7B/PKD2/NOG/CTNNBIP1/LAMA5/SLC22A6/BMP2/NOTCH2/SIX4/TFAP2B/HOXD11/VEGFA/BCL2/HES5/LIF/GZF1/CD24/DLL1/SOX8/COL4A1/MTSS1/PBX1",25
"GO:0007416","synapse assembly","49/1938","269/18986",0.182156133828996,1.78452856392019,4.36930386573544,4.28988248962228e-05,0.0114481364075329,0.0102382458651847,"PRICKLE1/NEGR1/ARHGAP12/DSCAM/GRM6/CBLN1/LRFN5/CLSTN1/ELMO1/CRKL/GABRB3/LRRC4/CUX2/AMIGO1/GABRG1/NRG3/SLITRK5/COLQ/RELN/SIX4/GRIA1/GRID2/SLITRK4/RAP2A/CHD4/ERBB4/CLSTN2/LRRTM3/DOCK1/PCDHB16/NTRK2/SLITRK1/RAC3/MAPT/LRRN1/AMIGO3/CYFIP2/CC2D1A/OGT/LATS1/EPHB1/PTEN/LRRN3/SHANK2/SPOCK2/SPTBN2/ARHGEF9/PTPRD/CAPRIN1",49
"GO:0060078","regulation of postsynaptic membrane potential","32/1938","151/18986",0.211920529801325,2.07612135129409,4.47622984383391,4.76986850030326e-05,0.0120166971048286,0.0107467185109477,"GLRA3/GRM1/CBLN1/GRIN3B/NPFF/CHRNA10/CUX2/GABRG1/NETO1/RAB3GAP1/KCND2/CHRNA4/TBC1D24/KCTD16/GABRD/RELN/GRIA1/GRID2/DRD4/GABRB1/RGS7BP/GRIK4/ABAT/SLC8A3/SLC8A2/GSK3A/PTEN/SHANK1/GABBR1/SYNE1/GRIK3/GRIA3",32
"GO:0001822","kidney development","56/1938","322/18986",0.173913043478261,1.70377350024678,4.29441441220384,4.91229314453904e-05,0.0120166971048286,0.0107467185109477,"RET/AP2B1/ARL3/PTCH1/IRX2/SMAD7/SMAD3/ACVR2B/WNT7B/PKD2/NOG/CTNNBIP1/IFT20/BMP6/LAMA5/NUP133/PDGFRA/HOXC11/GFRA1/RDH10/GPR4/SLC22A6/BMP2/NOTCH2/SIX4/SULF2/TFAP2B/NF1/HOXD11/CASP9/VEGFA/BCL2/BCL2L11/HES5/LIF/GZF1/ERBB4/CD24/SFRP1/DLL1/AP1B1/NLE1/INVS/SOX4/FBN1/SOX8/ADAMTS1/SGPL1/BASP1/HSPA8/NUP107/MTSS1/PBX1/VANGL2/NIPBL/EDNRB",56
"GO:0048813","dendrite morphogenesis","30/1938","143/18986",0.20979020979021,2.05525125029769,4.27065352445453,9.83754232620783e-05,0.0231024843988665,0.0206609099465788,"DSCAM/GORASP1/CAPRIN2/RERE/PAK3/TNIK/CUX2/SLC30A1/ABI1/TBC1D24/ELAVL4/TRAK1/SLITRK5/RELN/PAFAH1B1/FYN/MAP2/RAP2A/ABI2/CC2D1A/CELSR2/EPHB1/PTEN/SHANK1/SYNE1/RAPGEF2/CTNND2/CDK5R1/PTPRD/CAPRIN1",30
"GO:0048608","reproductive structure development","53/1938","309/18986",0.171521035598705,1.68033972233077,4.06534097657287,0.000111741046230763,0.0252319877854157,0.022565357838018,"SFRP2/PGR/PATZ1/HSD17B3/HOXA9/WDR48/PRKACG/PTCH1/RARG/NCOA4/KLHL10/CRKL/GNRH1/HESX1/NOG/SCAPER/BMP6/SIRT1/PDGFRA/ADAM29/ASH1L/LEP/GFRA1/RDH10/AMHR2/ASB1/GATA4/RXFP2/HOXB13/SIX4/MAMLD1/VEGFA/BCL2/BCL2L11/KDM5B/SFRP1/FKBP4/AKR1C3/CBL/CSDE1/NCOA1/SOX8/FEM1B/ADAMTS1/SGPL1/FOXO3/BASP1/NUP107/SERPINE2/ATN1/RNF38/NIPBL/COL6A1",53
"GO:0032271","regulation of protein polymerization","39/1938","207/18986",0.188405797101449,1.84575462526735,4.12514094709886,0.000119257980762544,0.0259319853724777,0.0231913765319131,"AVIL/FCHSD1/CLIP3/FCHSD2/SPTBN1/SPTBN5/PAK3/TMOD2/MTOR/CLASP1/ADD3/DRG1/ADD1/ELN/MAP2/ARHGAP28/C15orf62/HSP90AA1/PFN2/SPTAN1/KANK1/HAUS5/PINK1/FKBP4/AMBRA1/RPS3/CAMSAP1/MAPT/CYFIP2/LATS1/HAUS3/PDE4DIP/CDK5R1/PSRC1/SPTBN2/HAUS4/GIT1/CLASP2/NUMA1",39
"GO:0045229","external encapsulating structure organization","57/1938","341/18986",0.167155425219941,1.63757115749526,4.00562350249684,0.0001289535521526,0.027038796595997,0.0241812149675628,"COL5A3/ADAMTS7/PRICKLE1/COL7A1/SFRP2/ADAMTSL4/ADAMTS14/HPSE2/MMP25/TLL1/SMAD3/COL16A1/HRNR/MMP16/ADAM8/MMP12/TGM1/TNR/ADAMTS20/FERMT1/TGFBR3/PDGFRA/VTN/CLASP1/NTN4/COL5A1/SPINK5/ADAMTSL3/BMP2/COLQ/ELN/DMP1/SULF2/BMP1/ADAMTS2/NF1/MMP11/IBSP/APBB2/FGFR4/ADAMTS9/COL5A2/ZNF469/ANTXR1/LOXL3/COL4A2/THSD4/COL18A1/ADAMTS1/SPOCK2/SERPINH1/COL4A1/SMOC1/FKBP10/GPM6B/COL6A1/CLASP2",57
"GO:0007612","learning","32/1938","159/18986",0.20125786163522,1.97166241537992,4.14828774812104,0.000134143773722754,0.0271571757078031,0.0242870832424355,"EN1/SYT11/NOG/TNR/NETO1/IFT20/ELAVL4/TTC36/UCN/RELN/GRIA1/NF1/FYN/SLC1A1/ABCA7/CLSTN2/SORCS3/PPP3CB/JPH3/NTRK2/SLC8A3/EPM2A/PLCB1/SLC8A2/PIAS1/SHANK1/MAP1A/SHANK2/JPH4/ATAD1/GIT1/DDHD2",32
"GO:0061448","connective tissue development","50/1938","290/18986",0.172413793103448,1.68908579765845,3.98697412378862,0.00015113923111127,0.0287020722215369,0.0256687081445869,"THBS3/ADAMTS7/IFT80/SLC39A13/PRKG2/HOXA3/SFRP2/RARG/SMAD7/BMPR2/SMAD3/THRA/WNT7B/NOG/FTO/SHOX2/KAT2A/HOXB3/NFIB/BMP6/SNX19/SIRT1/TRPM4/SNAI1/ZEB1/LEP/GPR4/HOXA5/COL5A1/BMP2/SORL1/SOX6/ECM1/SULF2/BMP1/GHR/HMGA2/HES5/TAPT1/DGAT2/WNT5B/MAPK3/NCOA1/PTH1R/SOX8/SERPINH1/PIK3CA/PARP1/COL6A1/MBOAT2",50
"GO:0072006","nephron development","32/1938","160/18986",0.2,1.9593395252838,4.1086464420815,0.000151552416771869,0.0287020722215369,0.0256687081445869,"RET/PTCH1/IRX2/WNT7B/PKD2/NOG/CTNNBIP1/LAMA5/NUP133/PDGFRA/GPR4/SLC22A6/BMP2/NOTCH2/SIX4/SULF2/TFAP2B/HOXD11/VEGFA/BCL2/HES5/LIF/GZF1/ERBB4/CD24/DLL1/SOX8/BASP1/NUP107/MTSS1/PBX1/EDNRB",32
"GO:0061458","reproductive system development","53/1938","313/18986",0.169329073482428,1.65886573226903,3.96284886287131,0.000156531990478746,0.0287187286281474,0.0256836042272363,"SFRP2/PGR/PATZ1/HSD17B3/HOXA9/WDR48/PRKACG/PTCH1/RARG/NCOA4/KLHL10/CRKL/GNRH1/HESX1/NOG/SCAPER/BMP6/SIRT1/PDGFRA/ADAM29/ASH1L/LEP/GFRA1/RDH10/AMHR2/ASB1/GATA4/RXFP2/HOXB13/SIX4/MAMLD1/VEGFA/BCL2/BCL2L11/KDM5B/SFRP1/FKBP4/AKR1C3/CBL/CSDE1/NCOA1/SOX8/FEM1B/ADAMTS1/SGPL1/FOXO3/BASP1/NUP107/SERPINE2/ATN1/RNF38/NIPBL/COL6A1",53
"GO:0097106","postsynaptic density organization","14/1938","47/18986",0.297872340425532,2.91816525042268,4.43917120479036,0.00016847177622229,0.0297806343403515,0.0266332829679645,"PRICKLE1/CBLN1/LRRC4/SLC30A1/OPHN1/RAPSN/RELN/GRID2/LATS1/PTEN/SHANK1/SHANK2/HSPA8/PTPRD",14
"GO:0072080","nephron tubule development","23/1938","101/18986",0.227722772277228,2.23093114264987,4.18197488732792,0.000173586054421941,0.0297806343403515,0.0266332829679645,"PTCH1/IRX2/WNT7B/PKD2/NOG/CTNNBIP1/LAMA5/SLC22A6/BMP2/NOTCH2/SIX4/TFAP2B/HOXD11/VEGFA/BCL2/HES5/LIF/GZF1/CD24/DLL1/SOX8/MTSS1/PBX1",23
"GO:0001649","osteoblast differentiation","46/1938","262/18986",0.175572519083969,1.72003088097433,3.95683482357397,0.000177537421548681,0.0297806343403515,0.0266332829679645,"SUFU/IFT80/SFRP2/GDF10/TCIRG1/PTCH1/CRIM1/BMPR2/VCAN/SMAD3/GTPBP4/HOXA2/HIRA/ACVR2B/WNT7B/NOG/CTNNBIP1/SHOX2/IGF1/RSL1D1/BMP6/NBR1/TRPM4/HNRNPC/SNAI1/CEBPD/IPO7/BMP2/NF1/ASF1A/VEGFA/IBSP/SFRP1/WWOX/PTPRB/DHX9/PTEN/PTH1R/SOX8/DDX21/GABBR1/CLTC/SMOC1/ADAR/FBL/COL6A1",46
"GO:1903320","regulation of protein modification by small protein conjugation or removal","44/1938","248/18986",0.17741935483871,1.73812377242918,3.94492621369749,0.000190869589717287,0.0304491997213129,0.0272311913526627,"PRICKLE1/PTPN22/MTBP/ARRB1/WDR48/CHFR/BTRC/SMAD7/GTPBP4/PARP10/PHF23/TCF25/DNAJA1/RPL5/RBCK1/MALT1/RASSF1/TTC36/DCUN1D4/SPHK1/FYN/HSP90AB1/UBE2L3/HSP90AA1/PINK1/PARK7/RPS3/HUWE1/HMG20A/EPM2A/RPS7/NXN/OGT/RPL11/GABARAP/SOX4/GSK3A/PTEN/PIAS1/UBXN1/RNF111/WNK1/UBQLN1/CDK5RAP3",44
"GO:0018210","peptidyl-threonine modification","21/1938","89/18986",0.235955056179775,2.31158033881796,4.18156583070673,0.000193596128768967,0.0304491997213129,0.0272311913526627,"STOX1/MAPK1/GALNT3/CDK10/PARD3/SMAD7/GALNTL6/TRIM6/PRKCA/SPHK1/CALM3/WNK3/SIRT2/MAPK8/GSK3A/GALNT13/WNK1/CDK5R1/HIPK2/CSNK2A1/CALM1",21
"GO:1903749","positive regulation of establishment of protein localization to mitochondrion","12/1938","37/18986",0.324324324324324,3.17730733829805,4.46964385114834,0.000200363131873939,0.0304491997213129,0.0272311913526627,"MICALL2/NMT1/ADCY10/UBE2L3/PINK1/HSPA1L/HUWE1/MAPK8/GSK3A/NPEPPS/VPS11/ABLIM3",12
