"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033044","regulation of chromosome organization","80/2742","258/18986",0.310077519379845,2.14702107328437,7.6212829400924,7.01631149165497e-12,3.90872334735106e-09,3.56388338734015e-09,"BCL7C/RUVBL1/MCM2/PLK1/DKC1/NUF2/RUVBL2/FBXO4/SKA1/MAPKAPK5/PRAP1/CCNB1/MAD2L2/ACTL6A/SMC4/LIG4/CDK2/TRIP13/MAD2L1/CDC6/BCL7B/CDCA8/CDK1/SKA3/TNKS2/NCAPH/FBXO5/HECW2/CDC20/CENPF/MAPT/KNTC1/XRCC1/NCAPG2/UBE2C/SETDB2/WRAP53/TTK/PINX1/FEN1/TP53/AURKB/BUB1/ATM/ESPL1/NDC80/NVL/TACC3/CCT6A/TRIM28/ANAPC7/DLGAP5/XRN1/KLF4/NEK2/CENPE/BIRC5/SPC24/SIRT1/EXOSC10/SMARCE1/NEK6/NCAPG/ANAPC11/ERCC1/SPC25/TOP2A/ACTB/PRKCQ/NUMA1/MPHOSPH8/ACTL6B/NAA10/ZWINT/SMG1/INO80E/HNRNPC/CDC23/APC/PARN",80
"GO:0051656","establishment of organelle localization","127/2742","488/18986",0.260245901639344,1.80197982805419,7.37400629049981,8.14621760979631e-12,4.16000179273598e-09,3.7929932519999e-09,"PLK1/NUF2/DNM3/HDAC3/SKA1/RAN/KIF2C/CCNB1/TUBA1A/LMNB1/ANKRD53/MAD2L1/STARD3NL/DSN1/EXOC8/KIFC1/CDCA8/NUSAP1/CDK1/SYNJ1/SKA3/TMED9/KIF18A/PEF1/TSC1/CDT1/SNAPIN/YKT6/TRAPPC3/CDC42/CENPA/KIF14/STAM/SCN11A/WDR11/CENPF/CDCA5/KIF5C/MAPT/DYNC1I1/RACGAP1/COPG2/KNTC1/SPRY1/ATP9A/CHMP2A/CENPQ/TACC1/NUP62/SDC1/CADPS/SMPD3/PSRC1/GBF1/TTK/PINX1/DCTN1/TRAPPC10/AURKB/LTV1/TMEM201/PPFIA2/CLASP2/SLC2A4/ACTN4/ATM/ESPL1/NDC80/TACC3/AGTPBP1/SPATA17/RCC2/STXBP1/ECT2/UBB/LAT2/BOD1/EIF6/NEK2/CENPE/BIRC5/PKHD1/LSG1/KIF3A/SPC24/KIF1A/SIRT1/CHGA/ARHGAP21/SLC18A2/PMF1/SPC25/PRKCZ/MYO5A/PDCD6/NUMA1/SPRY2/ZBED3/KIF5A/VAMP8/PKD1/RAC2/TOR1A/PDPK1/DYNC1H1/TRAPPC6B/DYNLT1/MDN1/LMNB2/HOOK3/PTGDS/ZWINT/EXOC6B/KIF13A/HTT/SNF8/MECP2/NDE1/CDC23/APC/MLH1/NSL1/TRAPPC5/S100A13/KIF5B/TMED2/HSBP1",127
"GO:1905818","regulation of chromosome separation","36/2742","77/18986",0.467532467532468,3.23726164426383,8.08202881205821,1.17235360190423e-11,5.52629451728395e-09,5.03874730275925e-09,"PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/SMC4/TRIP13/MAD2L1/CDCA8/SKA3/NCAPH/FBXO5/CDC20/CENPF/KNTC1/NCAPG2/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/ANAPC7/DLGAP5/BIRC5/SPC24/NCAPG/ANAPC11/SPC25/NUMA1/ZWINT/PLSCR1/CDC23/APC",36
"GO:0051310","metaphase chromosome alignment","43/2742","103/18986",0.41747572815534,2.89066162463796,7.90477405075938,1.36188533029277e-11,5.96116664573863e-09,5.43525363398047e-09,"NUF2/SKA1/KIF2C/CCNB1/ANKRD53/DSN1/KIFC1/CDCA8/CDK1/SKA3/KIF18A/CDT1/CDC42/KIF14/CENPF/CDCA5/RACGAP1/KNTC1/CHMP2A/CENPQ/NUP62/PSRC1/TTK/PINX1/AURKB/NDC80/RCC2/ECT2/BOD1/NEK2/CENPE/BIRC5/SPC24/SIRT1/PMF1/SPC25/NUMA1/DYNC1H1/ZWINT/CDC23/APC/MLH1/NSL1",43
"GO:0033045","regulation of sister chromatid segregation","44/2742","108/18986",0.407407407407407,2.82094713239863,7.79693223209471,2.12056771807152e-11,8.66322598422817e-09,7.89892873510429e-09,"BCL7C/PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/ACTL6A/TRIP13/MAD2L1/CDC6/BCL7B/CDCA8/CDK1/SKA3/FBXO5/HECW2/CDC20/CENPF/KNTC1/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/TACC3/ANAPC7/DLGAP5/CENPE/BIRC5/SPC24/SIRT1/SMARCE1/NEK6/ANAPC11/SPC25/ACTB/NUMA1/ACTL6B/ZWINT/CDC23/APC",44
"GO:0030071","regulation of mitotic metaphase/anaphase transition","40/2742","93/18986",0.43010752688172,2.97812600487832,7.85665168870536,2.27493309389953e-11,8.7129937496352e-09,7.94430583053862e-09,"BCL7C/PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/ACTL6A/TRIP13/MAD2L1/CDC6/BCL7B/CDCA8/SKA3/FBXO5/HECW2/CDC20/CENPF/KNTC1/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/ANAPC7/DLGAP5/CENPE/BIRC5/SPC24/SMARCE1/NEK6/ANAPC11/SPC25/ACTB/ACTL6B/ZWINT/CDC23/APC",40
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","41/2742","97/18986",0.422680412371134,2.92669960221676,7.81606076520082,2.51876270131381e-11,9.07939872567707e-09,8.27838539849764e-09,"BCL7C/PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/ACTL6A/TRIP13/MAD2L1/CDC6/BCL7B/CDCA8/SKA3/FBXO5/HECW2/CDC20/CENPF/KNTC1/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/TACC3/ANAPC7/DLGAP5/CENPE/BIRC5/SPC24/SMARCE1/NEK6/ANAPC11/SPC25/ACTB/ACTL6B/ZWINT/CDC23/APC",41
"GO:0000280","nuclear division","118/2742","451/18986",0.261640798226164,1.81163829143762,7.16715900150857,3.12570655629327e-11,1.06412943205362e-08,9.70248561450567e-09,"PSMC3IP/PLK1/NUF2/TUBG1/PTTG1/CHEK1/SKA1/RAN/PRAP1/RAD51/PLCB1/KIF2C/CCNB1/MAD2L2/KIF4A/TTN/SMC4/KIF15/TRIP13/KIF4B/ANKRD53/MAD2L1/RAD54L/EME1/KIFC1/CDCA8/NUSAP1/CDK1/SKA3/AURKA/KIF18A/CCNE1/CENPK/CDT1/NCAPH/MYBL2/RAD51AP1/FBXO5/CDC42/UBE2I/CHEK2/KIF14/CDC20/CDCA2/PTTG3P/MND1/CENPF/UBE2S/CDCA5/PRC1/PTEN/CDC25C/RACGAP1/KNTC1/NCAPG2/TPX2/UBE2C/CHMP2A/NUP62/KIF23/CCNB2/SMPD3/PSRC1/RAD54B/TTK/PINX1/ASPM/CKS2/AURKB/BUB1/SYCP2L/CLASP2/ATM/ESPL1/NDC80/CALR/FANCA/KIF11/ANAPC7/NEUROG1/UBB/PRDM9/LSM14A/PKMYT1/DLGAP5/BOD1/CNTD1/NEK2/CENPE/BANF1/BIRC5/FANCD2/SPC24/RANBP1/SIRT1/AURKAIP1/DMC1/NCAPG/REEP4/CENPI/ANAPC11/SPC25/UBR2/TOP2A/TOM1L2/NUMA1/CCNE2/TGFA/CUL9/RHOA/MKI67/ZWINT/NDE1/CDC23/APC/PSMD13/MLH1/NSL1",118
"GO:0007051","spindle organization","66/2742","204/18986",0.323529411764706,2.24016389925773,7.31670906014775,6.21160172194502e-11,1.9553670190781e-08,1.7828583443154e-08,"CENPH/PLK1/NUF2/HDAC3/TUBG1/HAUS8/SKA1/RAN/GNAI1/CCNB1/HAUS1/KIF4A/KIF15/KIF4B/ANKRD53/KIFC1/CDCA8/SKA3/AURKA/MYBL2/WDR62/TUBB/FBXO5/CHEK2/CDC20/STIL/TBCE/RAE1/PRC1/PTEN/TPPP/RACGAP1/TPX2/CHMP2A/TACC1/NUP62/KIF23/CCNB2/PSRC1/TTK/DCTN1/ASPM/AURKB/CLASP2/ESPL1/NDC80/TACC3/SPATA17/KIF11/LSM14A/DLGAP5/NEK2/CENPE/BIRC5/NEK6/SPC25/UVRAG/PLK3/NUMA1/TUBGCP6/PKD1/DYNC1H1/RHOA/MLH1/TUBGCP2/CHD3",66
"GO:0051303","establishment of chromosome localization","45/2742","115/18986",0.391304347826087,2.70944724574256,7.55439520897242,6.38174614581624e-11,1.9553670190781e-08,1.7828583443154e-08,"NUF2/SKA1/KIF2C/CCNB1/ANKRD53/DSN1/KIFC1/CDCA8/CDK1/SKA3/KIF18A/CDT1/CDC42/KIF14/CENPF/CDCA5/RACGAP1/KNTC1/CHMP2A/CENPQ/NUP62/PSRC1/TTK/PINX1/AURKB/ATM/NDC80/RCC2/ECT2/BOD1/NEK2/CENPE/BIRC5/SPC24/SIRT1/PMF1/SPC25/NUMA1/DYNC1H1/ZWINT/NDE1/CDC23/APC/MLH1/NSL1",45
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","40/2742","96/18986",0.416666666666667,2.88505956722587,7.6074175027329,7.49422660872467e-11,2.18688669801261e-08,1.99395262351431e-08,"BCL7C/PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/ACTL6A/TRIP13/MAD2L1/CDC6/BCL7B/CDCA8/SKA3/FBXO5/HECW2/CDC20/CENPF/KNTC1/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/ANAPC7/DLGAP5/CENPE/BIRC5/SPC24/SMARCE1/NEK6/ANAPC11/SPC25/ACTB/ACTL6B/ZWINT/CDC23/APC",40
"GO:0044784","metaphase/anaphase transition of cell cycle","41/2742","100/18986",0.41,2.83889861415026,7.57495972998847,8.00575852993485e-11,2.22996764870185e-08,2.03323283621503e-08,"BCL7C/PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/ACTL6A/TRIP13/MAD2L1/CDC6/BCL7B/CDCA8/SKA3/FBXO5/HECW2/CDC20/CENPF/KNTC1/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/TACC3/ANAPC7/DLGAP5/CENPE/BIRC5/SPC24/SMARCE1/NEK6/ANAPC11/SPC25/ACTB/ACTL6B/ZWINT/CDC23/APC",41
"GO:0010965","regulation of mitotic sister chromatid separation","30/2742","62/18986",0.483870967741935,3.35039175548811,7.61591635678271,2.07717052746933e-10,5.53430477927481e-08,5.04605087405365e-08,"PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/TRIP13/MAD2L1/CDCA8/SKA3/FBXO5/CDC20/CENPF/KNTC1/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/ANAPC7/DLGAP5/BIRC5/SPC24/ANAPC11/SPC25/ZWINT/CDC23/APC",30
"GO:0050000","chromosome localization","46/2742","123/18986",0.373983739837398,2.58951687985151,7.26615826694525,2.36862795504001e-10,6.04789671186883e-08,5.51433209883876e-08,"NUF2/SKA1/KIF2C/CCNB1/ANKRD53/DSN1/KIFC1/CDCA8/CDK1/SKA3/KIF18A/CDT1/CDC42/KIF14/CENPF/CDCA5/RACGAP1/KNTC1/CHMP2A/CENPQ/NUP62/PSRC1/TTK/PINX1/AURKB/ATM/NDC80/RCC2/ECT2/DLGAP5/BOD1/NEK2/CENPE/BIRC5/SPC24/SIRT1/PMF1/SPC25/NUMA1/DYNC1H1/ZWINT/NDE1/CDC23/APC/MLH1/NSL1",46
"GO:0051304","chromosome separation","36/2742","84/18986",0.428571428571429,2.96748984057518,7.42490322779315,2.5425644265203e-10,6.23233392228657e-08,5.68249767409253e-08,"PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/SMC4/TRIP13/MAD2L1/CDCA8/SKA3/NCAPH/FBXO5/CDC20/CENPF/KNTC1/NCAPG2/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/ANAPC7/DLGAP5/BIRC5/SPC24/NCAPG/ANAPC11/SPC25/NUMA1/ZWINT/PLSCR1/CDC23/APC",36
"GO:0007088","regulation of mitotic nuclear division","45/2742","121/18986",0.371900826446281,2.57509448975532,7.14107226726196,4.57707789100722e-10,1.07878205061893e-07,9.83608479573536e-08,"PLK1/NUF2/CHEK1/SKA1/PRAP1/CCNB1/MAD2L2/TRIP13/MAD2L1/CDCA8/NUSAP1/SKA3/AURKA/FBXO5/CDC42/CDC20/CDCA2/CENPF/CDC25C/KNTC1/UBE2C/NUP62/SMPD3/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/ANAPC7/PKMYT1/DLGAP5/NEK2/BIRC5/SPC24/AURKAIP1/ANAPC11/SPC25/TOM1L2/TGFA/CUL9/MKI67/ZWINT/CDC23/APC",45
"GO:0007052","mitotic spindle organization","48/2742","134/18986",0.358208955223881,2.48029001600313,7.0650140392006,5.40569009325287e-10,1.22689144042421e-07,1.11865118966808e-07,"CENPH/PLK1/NUF2/TUBG1/RAN/GNAI1/CCNB1/KIF4A/KIF15/KIF4B/ANKRD53/KIFC1/CDCA8/AURKA/MYBL2/WDR62/CHEK2/CDC20/STIL/TBCE/RAE1/PRC1/RACGAP1/TPX2/CHMP2A/TACC1/NUP62/KIF23/PSRC1/TTK/DCTN1/AURKB/CLASP2/NDC80/TACC3/KIF11/LSM14A/DLGAP5/NEK2/CENPE/BIRC5/NEK6/SPC25/PLK3/NUMA1/PKD1/DYNC1H1/RHOA",48
"GO:0051306","mitotic sister chromatid separation","30/2742","65/18986",0.461538461538462,3.19575828985019,7.28553924721253,8.88574262187168e-10,1.94470824238677e-07,1.77313991868026e-07,"PLK1/NUF2/SKA1/PRAP1/CCNB1/MAD2L2/TRIP13/MAD2L1/CDCA8/SKA3/FBXO5/CDC20/CENPF/KNTC1/UBE2C/TTK/AURKB/BUB1/ATM/ESPL1/NDC80/ANAPC7/DLGAP5/BIRC5/SPC24/ANAPC11/SPC25/ZWINT/CDC23/APC",30
"GO:1901990","regulation of mitotic cell cycle phase transition","97/2742","368/18986",0.263586956521739,1.82511376970158,6.56695086288102,1.16812153248277e-09,2.46836163829463e-07,2.25059495260202e-07,"BCL7C/RBBP8/LSM10/PLK1/NUF2/CHEK1/SKA1/PRAP1/PLCB1/CCNB1/GTSE1/MAD2L2/CDC25A/ACTL6A/CDK2/TRIP13/MAD2L1/CDC6/BCL7B/CDCA8/CDK1/SKA3/CDKN2C/AURKA/CCNE1/E2F1/DTL/FBXO5/RPA2/CHEK2/KIF14/HECW2/CDC20/STIL/MYO16/CENPF/CDCA5/PTEN/BRCA1/CDC25C/KNTC1/CACNB4/UBE2C/TPRA1/TTK/PINX1/RRM2/WEE1/TP53/AURKB/BUB1/EZH2/E2F7/ATM/ESPL1/NDC80/WAC/RRM1/TRIAP1/CDC7/RCC2/ANAPC7/CASP2/NEUROG1/PKMYT1/DLGAP5/KLF4/CENPE/DONSON/BIRC5/RFWD3/FOXO4/MTA3/SPC24/KANK2/SMARCE1/NEK6/CYP1A1/ANAPC11/SPC25/ACTB/PLK3/UIMC1/ANXA1/HUS1/PKD1/CCNE2/CPSF3/ACTL6B/ZWINT/PSME3/LSM11/CDC23/APC/RINT1/PSME2/CTDSP1",97
