"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903708","positive regulation of hemopoiesis","98/6581","195/18986",0.502564102564103,1.44988330820271,4.59933561450536,4.95113236492941e-06,0.000209357484437578,0.00014751578757552,"MDK/ANXA1/MMP14/ZMIZ1/CASP8/SMARCC2/CD101/ZBTB46/RUNX1/RPTOR/NFKBIZ/IL7/SART1/SOCS1/RIPK1/BRD7/LIF/FOXO3/PRKCA/IL10/IL15/IL2RG/HLA-DRA/KLHL25/DUSP10/LEF1/TYROBP/PNP/TOX/CD80/GATA3/SASH3/TREM2/IL2RA/ARID1B/STAT5B/PHF10/KAT5/RHOH/FADD/TNFSF11/ROR2/PPP3CA/TNFSF4/SMARCA4/CD74/CCR1/ACTL6B/OPA1/IL18/TRIB1/PRKCZ/FES/SPI1/ACTL6A/RUNX3/PIK3R6/XBP1/ACIN1/BTK/CD86/CALCA/IL17A/RAG1/EVI2B/PF4/KLF10/IL4I1/ACTB/CYLD/LILRB2/PBRM1/CR1/POU4F2/SMARCA2/HLA-DRB1/BCL6/ZBTB16/BRD2/SYK/GPR68/TNFRSF11A/PTPRC/ARID2/NCKAP1L/EP300/BTN2A2/AP3D1/HCLS1/TGFB1/HSF1/SHB/LGALS9/CD4/TMEM64/RIPK2/SOX4/RHOA",98
"GO:0097529","myeloid leukocyte migration","118/6581","243/18986",0.48559670781893,1.40093285133721,4.58150419594082,4.99664630575943e-06,0.00020989201751496,0.000147892425975179,"LGALS3/MDK/RARRES2/GBF1/PLCB1/DPP4/SAA1/VAV3/ANXA1/MMP14/TNFAIP6/BCR/EDN2/SERPINE1/IL17RC/MYD88/SWAP70/FCER1G/EMP2/NF1/PPIA/BST1/PIK3R1/CKLF/VEGFA/PAFAH1B1/PTK2/RAC2/CYP19A1/CCL7/AZU1/TREM1/EDN3/CCL5/MMP2/RPL13A/CXCR2/PRTN3/EMILIN1/IL1A/SLAMF1/S100A9/TGFB2/CCR2/THBS1/CCL2/XCL2/DPEP1/SLAMF8/S100A8/CXCL9/XCL1/TREM2/C5AR1/STAT5B/CXCL11/CD300A/PPIB/TRPV4/LYN/CXCL10/TNFSF11/P2RX4/ROR2/CHGA/CCR7/PTGER4/ITGA1/CD74/CCR1/EPX/PPBP/PECAM1/PF4V1/IRAK4/S100A12/FPR2/MSMP/CCL26/PIKFYVE/CX3CL1/RAC3/PDGFD/PIK3CG/IL6/DNM1L/CALCA/IL17A/ITGB2/CXCL13/PF4/CXCL6/SFTPD/CCL13/CCL23/WDR1/AIF1/VAV1/FUT4/C3AR1/SYK/CD99/TNFRSF11A/NCKAP1L/B4GALT1/PGF/ANO6/CD99L2/CAMK1D/CSF3R/JAGN1/NBL1/EDNRB/SCG2/CD9/MAPK3/AKIRIN1/SIRPA",118
"GO:1905818","regulation of chromosome separation","46/6581","77/18986",0.597402597402597,1.7234896997851,4.63336267727937,5.91829749253444e-06,0.000245852051963408,0.000173230296351087,"NUMA1/CCNB1/TRIP13/SMC4/CDCA8/SKA1/SKA3/NDC80/DLGAP5/PLK1/UBE2C/CDC20/ATM/NUF2/BUB1/PLSCR1/MAD2L1/TTK/NCAPH/BIRC5/PRAP1/AURKB/ESPL1/NCAPG/BUB1B/SPC24/USP44/IK/CENPF/SPC25/ZWILCH/ZWINT/APC/NCAPG2/BUB3/CDK5RAP2/TPR/FBXO5/KLHL22/CSNK2A1/RAD21/NSMCE2/ANAPC5/CSNK2A2/NCAPH2/KNTC1",46
"GO:0072175","epithelial tube formation","69/6581","128/18986",0.5390625,1.55518015879046,4.59033062912821,5.9465294789295e-06,0.000245852051963408,0.000173230296351087,"TSC2/TSC1/TEAD2/SUFU/SOX8/CASP3/ADM/TWIST1/STIL/CTHRC1/NOG/VEGFA/PTCH1/GDNF/BMP4/TCTN1/KAT2A/IFT57/FZD6/MIB1/CECR2/TCAP/CEP290/SPINT1/GDF7/FOLR1/TGFB2/LIAS/LMO4/GATA3/BMP5/SCRIB/VASP/ST14/CELSR1/HS2ST1/PFN1/IRX2/WNT9B/OPA1/SEMA4C/MED12/RPS7/GRHL3/HES5/TMED2/DLC1/NODAL/BCL10/CITED2/KDM2B/WDR83/FGF8/GLMN/SDC4/EGF/DEAF1/PRKACB/BRD2/ABL1/SETD2/TGFB1/MTHFR/VANGL2/DVL2/BBS4/STK4/IFT52/PODXL",69
"GO:0048863","stem cell differentiation","121/6581","251/18986",0.48207171314741,1.39076334080181,4.53917250452203,5.96821739300364e-06,0.000245852051963408,0.000173230296351087,"SEMA4G/NKX2-5/MTA3/TAPT1/ZIC3/FOXO4/LRP6/TEAD2/HMGA2/JARID2/FZD1/SOX8/TWIST1/SOX6/NOLC1/HOXB4/BBS12/RDH10/ELL3/NRP1/CHD3/NOG/SEMA3D/SNAI2/HOXA7/TRIM6/CHD2/SEMA6B/GDNF/BMP4/SP7/LIF/FRZB/FGFR1/EDN3/GATAD2B/MTA1/DMRTA2/RBM24/WNT3/ERBB4/SETD1A/CHD4/KDM4C/SEMA3F/SEMA6C/FOLR1/PTN/TGFB2/N4BP2L2/SLC9A1/SEMA3G/MEOX1/HAND2/KAT5/PITX2/FN1/TBX3/OTUD5/CDC42/ITGB1/SMO/HOXD4/WNT10A/DNMT3L/BATF/PUS7/SETD6/BMPR1A/NUDT21/SEMA4C/PHF5A/RPS7/HES5/SEMA3A/RBPJ/ACE/MLLT3/SEMA3E/HNRNPU/CITED2/SEMA4D/EOMES/STAT3/LBH/HES1/NOTCH1/GPM6A/EZH2/GSK3B/CDH2/TAL1/EFNB1/NRTN/SOX17/TP63/HDAC1/TACSTD2/ABL1/SH2B3/SEMA4A/PTPRC/SETD2/CDK6/JAG1/A2M/KDM3A/YTHDF2/SFRP2/FBXL17/MED1/FOXC1/TCOF1/EDNRB/SMYD5/METTL3/MTA2/MAPK3/PUM1/MTCH2/NFE2L2",121
"GO:0031295","T cell costimulation","32/6581","48/18986",0.666666666666667,1.9233145925138,4.66504807675654,6.08684009112559e-06,0.000249131243473313,0.000175540853910059,"LGALS1/DPP4/EFNB2/TNFSF14/SRC/CD160/CD40LG/PTPN11/PDCD1LG2/ICOS/CD274/CD80/KLRK1/LCK/CD5/CD3E/TNFRSF14/LYN/CCR7/TNFSF4/PDPK1/CD86/HHLA2/TMIGD2/TNFRSF13C/CAV1/SPN/PTPN6/LILRB2/EFNB1/VAV1/TNFSF13B",32
"GO:0045930","negative regulation of mitotic cell cycle","123/6581","256/18986",0.48046875,1.3861388371828,4.53051361857758,6.16391566182444e-06,0.000250678990450631,0.000176631414942257,"TOM1L1/WAC/TAOK2/HECA/CCNB1/FOXO4/E2F7/CDC6/TOM1L2/CDKN1B/TRIP13/WEE1/CDCA8/GTSE1/SKA1/SKA3/NDC80/PTEN/PLK1/BRSK2/CDC20/ATM/NUF2/CDK1/BUB1/GPNMB/MAD2L1/TTK/BMP4/BRD7/BIRC5/CLSPN/CHEK2/PRAP1/AURKB/MYO16/TRIM39/IL10/FOXN3/HUS1/RBBP8/CDKN2B/GIGYF2/CDK2/BUB1B/SPC24/USP44/TIPIN/IK/DTL/CENPF/PPP1R10/CHEK1/CCL2/PLK3/SPC25/CACNB4/ZWILCH/EME1/SCRIB/FBXO31/VPS4A/TAOK3/BTG3/USP47/ANGEL2/ZWINT/APC/YTHDC2/RBL2/PKD2/CRLF3/FANCD2/NEK11/KANK2/BRCA1/BUB3/MDC1/MUC1/PTPN3/MUS81/IER3/CDK5RAP2/RBM46/PKMYT1/TRIAP1/PPP2R5C/TPR/FBXO5/OVOL1/CASP2/TRIM35/EZH2/RAD17/BRSK1/CHMP4C/XPC/BCL6/CDK5RAP3/KLHL22/ABL1/KLF4/RPA2/RAD21/MBTPS1/BTN2A2/SLFN11/FBXO7/RINT1/ZNF830/DONSON/KNTC1/FOXC1/BLM/NBN/RAD50/RFWD3/PLK2/RPL26/CDC14B/INTS3/TPRA1/FHL1",123
"GO:1903706","regulation of hemopoiesis","194/6581","433/18986",0.448036951501155,1.29257401021135,4.48565101370078,6.49747303558796e-06,0.000262571932482463,0.00018501132414459,"MDK/LGALS1/HOXA5/LOX/KLF13/LDB1/TNFRSF11B/ANXA1/MMP14/LTF/TNFAIP6/DLL1/ZMIZ1/CASP8/SMARCC2/HOXB8/CD101/SMAD7/ZBTB46/RUNX1/NF1/UBASH3B/RC3H1/SOS2/PIK3R1/RPTOR/SNAI2/NFKBIZ/HOXA7/IL7/SART1/SOCS1/IL17D/RIPK1/BMP4/BRD7/LIF/FOXO3/KAT2A/PRKCA/IL10/FCGR2B/TMEM176B/PRMT6/BRD1/FOXJ1/IL15/ZEB1/ING5/IL2RG/HMGB2/HLA-DRA/TCF7/PTN/KLHL25/DUSP10/CCR2/CD2/LEF1/TYROBP/PNP/TOX/CDKN2A/PTPN2/CD80/GATA3/SLAMF8/SOS1/SASH3/GPR55/TREM2/TSC22D1/IL2RA/TMEM176A/ARID1B/STAT5B/PHF10/KAT5/HOXA9/BRPF3/CD69/RHOH/LOXL3/FADD/LYN/QKI/HLA-DOA/TNFSF11/FANCA/ROR2/PPP3CA/JAK3/TNFSF4/SMARCA4/CD74/CCR1/ASCL2/ACVR2A/ACTL6B/BATF/B2M/FOXP1/FANCD2/ZNF683/OPA1/IL18/TRIB1/PRKCZ/FES/CEACAM1/SPI1/ACTL6A/RUNX3/PIK3R6/HLA-B/XBP1/LILRB3/NFAM1/C1QC/ACIN1/TOB2/BTK/CD86/CALCA/IL17A/GATA2/ERBB2/RAG1/IRF1/STAT3/TLR3/MEIS1/EVI2B/PF4/KLF10/IL4I1/ACTB/LILRB1/ZC3H12A/SMAP1/IKZF3/CYLD/PTPN6/LILRB2/TAL1/PBRM1/CR1/MEIS2/POU4F2/SMARCA2/HLA-DRB1/BCL6/SCIN/ZBTB16/NRARP/ACVR1B/GPR171/MYB/BRD2/SYK/CEBPA/TCTA/GPR68/ABL1/TNFRSF11A/PTPRC/ARID2/NCKAP1L/PRMT1/ZNF16/EP300/BTN2A2/AP3D1/HCLS1/CDK6/FBXO7/LRRC17/TGFB1/CEBPB/JAG1/BRPF1/CSF3R/HSF1/SHB/LGALS9/CD4/MED1/STAT5A/TMEM64/RASSF2/METTL3/RIPK2/SOX4/RHOA",194
"GO:0021761","limbic system development","68/6581","126/18986",0.53968253968254,1.55696895584451,4.56875931197194,6.57226111531922e-06,0.00026392381900197,0.000185963879555606,"MDK/EZH1/TSC1/ZIC3/FXR2/CASP3/IGF1R/NRP1/NF1/PTEN/PAFAH1B1/LMX1A/OTP/SEMA6B/KDM6B/MECP2/NR2E1/FGFR1/KIF14/PTPRS/PPP1R9B/SCT/NF2/BCAN/LHX5/CDK5R1/RELN/LEF1/NCOA1/UBB/PHLPP2/CNTNAP2/TBX3/PRDM13/FGF13/SMO/BBS2/VPS13B/RAN/NEUROD1/ALDH1A3/FEZF2/SEMA3E/CRKL/TSKU/DCLK2/DLX1/EZH2/ID4/GSK3B/LRP8/SOX3/CDK5R2/FXR1/HDAC1/UQCRQ/FOXB1/BAX/TUBA1A/EPHA5/CDK6/EIF2B5/XRN2/ZIC1/BBS4/RAB3GAP1/BTG2/SCN2A",68
"GO:0097530","granulocyte migration","81/6581","156/18986",0.519230769230769,1.49796617301556,4.5487266896123,6.66483268633747e-06,0.000265968479389155,0.000187404571719779,"LGALS3/MDK/RARRES2/GBF1/DPP4/SAA1/VAV3/ANXA1/TNFAIP6/EDN2/IL17RC/MYD88/FCER1G/EMP2/PPIA/BST1/CKLF/VEGFA/PTK2/RAC2/CCL7/TREM1/EDN3/CCL5/CXCR2/PRTN3/IL1A/SLAMF1/S100A9/TGFB2/THBS1/CCL2/XCL2/DPEP1/SLAMF8/S100A8/CXCL9/XCL1/C5AR1/CXCL11/CD300A/PPIB/TRPV4/CXCL10/CCR7/PTGER4/ITGA1/CD74/EPX/PPBP/PECAM1/PF4V1/IRAK4/S100A12/CCL26/PIKFYVE/CX3CL1/RAC3/PIK3CG/DNM1L/IL17A/ITGB2/CXCL13/PF4/CXCL6/CCL13/CCL23/WDR1/VAV1/FUT4/C3AR1/SYK/CD99/NCKAP1L/CD99L2/CAMK1D/CSF3R/JAGN1/SCG2/MAPK3/AKIRIN1",81
"GO:0050766","positive regulation of phagocytosis","44/6581","73/18986",0.602739726027397,1.7388871658344,4.60693626190314,6.77588999725487e-06,0.000268720854860077,0.000189343928396648,"PTX3/PLA2G5/MYO18A/TUB/BCR/RAB27A/FCER1G/TULP1/FCGR2A/AZU1/CD300LF/C2/FCGR2C/FCGR2B/IL15/IL2RG/FCGR1A/CCL2/FCN3/TREM2/LMAN2/IL2RB/CALR/SLC11A1/SIRPG/FPR2/C3/PYCARD/BTK/GATA2/F2RL1/CLEC7A/SFTPD/COLEC10/CD36/CYBA/SIRPB1/CFP/PTPRC/NCKAP1L/ITGA2/ANO6/CAMK1D/SIRPA",44
"GO:0042330","taxis","210/6581","474/18986",0.443037974683544,1.27815210261993,4.46681235899274,6.90441181614306e-06,0.000272127589173293,0.000191744354140321,"LGALS3/MDK/RARRES2/SEMA4G/PLP2/PLA2G6/GBF1/TSC2/LOX/DPP4/SAA1/LSP1/EFNB2/VAV3/F3/PLAUR/ANXA1/PLXNB3/TNFAIP6/HSD3B7/TNFSF14/EDN2/SERPINE1/PDGFA/IL17RC/PLAU/SWAP70/FCER1G/NRP1/PPIA/TIAM1/BST1/SEMA3D/MYCBP2/MET/BCAR1/ANGPT2/CCL27/CKLF/VEGFA/CXCL14/PTK2/ANGPT1/LRTM2/CCR5/SEMA6B/HDAC6/GDNF/RAC2/CYP19A1/SLIT1/CCL7/AZU1/S100A4/GPNMB/NRG3/BMP4/TREM1/FGFR1/ITGB3/FOSL1/PRKCQ/EDN3/PLEC/CCL5/MMP2/IL10/RPL13A/RNASE2/RNASE3/CXCR2/WNT3/CMTM3/CXCR6/ECSCR/LGR6/HSPB1/HMGB2/EPHB1/SEMA3F/SLAMF1/CCL20/HOXB9/CMTM5/SEMA6C/S100A9/BMPR2/PTN/TGFB2/CCR2/LEF1/THBS1/FGF7/CCL2/XCL2/SEMA3G/DPEP1/PTPN2/CCR4/SLAMF8/CCRL2/S100A8/CXCL9/XCL1/F7/TREM2/KLRK1/PIK3C2G/C5AR1/PIK3CB/CXCL11/PPIB/TYMP/ALOX5/SCRIB/TRPV4/DEFA1B/LYN/CXCL10/TNFSF11/P2RX4/CHGA/CCR7/CMTM7/DSCAM/HGF/WNK1/CXCR4/ITGA1/CD74/CCR1/CXCR3/PPBP/CALR/PF4V1/S100A12/SEMA4C/FPR2/MSMP/CCL26/FES/PIKFYVE/CXCL16/FEZF2/TMEM102/SEMA3A/GPR183/CX3CL1/RAC3/GPSM3/PDGFD/PIK3CG/IL6/DNM1L/CALCA/GPR18/ENG/SEMA3E/FPR1/SEMA4D/ITGB2/CXCL13/F2RL1/FPR3/PF4/EPHA2/CXCL6/CRKL/FGF8/NOTCH1/SFTPD/COLEC10/PROK2/CCL13/SPN/CCL23/ATOH7/NR4A1/BIN2/POU4F2/AIF1/ELMO2/VAV1/C3AR1/SYK/WNT7B/TNFRSF11A/SEMA4A/NCKAP1L/ITGA2/PGF/TGFB1/ANO6/SLC12A2/LPAR1/PRKD2/CAMK1D/CSF3R/PRKCD/LGALS9/S1PR1/NOVA2/NBL1/EDNRB/SCG2/PARVA/GAB1/MAPK3/AKIRIN1/RHOA",210
"GO:0061572","actin filament bundle organization","86/6581","168/18986",0.511904761904762,1.4768308478231,4.52152685105132,7.32185876582401e-06,0.000286810234477217,0.000202089921634691,"FAM171A1/CLASP2/TSC1/S100A10/EVL/SWAP70/F11R/NRP1/RAPGEF3/PIK3R1/MET/ADD1/ACTN1/PLS3/SRC/SPIRE1/CCDC88A/ZYX/PDLIM1/DIAPH3/ARHGEF18/CALD1/LIMCH1/BAIAP2L2/GPR65/RHOC/NF2/USH1C/ARHGAP28/RHPN2/SYNPO2L/MTSS1/MICAL1/SLC9A1/CLASP1/FHDC1/ARHGEF10L/ITGB5/SPIRE2/ZEB2/PHACTR1/SYNPO2/CDC42/RHOD/SYNPO/MYO1B/SHANK3/PFN1/MARCKS/PTGER4/LIMK1/EPHA1/TJP1/ARAP1/PLEK/PPM1E/FSCN3/INPP5K/CX3CL1/ALMS1/DLC1/ESPNL/ADD2/TESK1/SDC4/TACR1/TGFB3/FHOD1/LCP1/AIF1/TMEFF2/FLNA/TACSTD2/ABL1/ARRB1/HSP90B1/SORBS1/EPS8/LPAR1/ELN/TGFBR1/S1PR1/BBS4/ITGB1BP1/PDXP/RHOA",86
"GO:0001838","embryonic epithelial tube formation","63/6581","115/18986",0.547826086956522,1.58046286080482,4.54756340110666,7.44422530942027e-06,0.000289825479272247,0.000204214499181401,"TSC2/TSC1/TEAD2/SUFU/SOX8/CASP3/ADM/TWIST1/STIL/CTHRC1/NOG/PTCH1/GDNF/BMP4/TCTN1/KAT2A/IFT57/FZD6/MIB1/CECR2/SPINT1/GDF7/FOLR1/TGFB2/LIAS/LMO4/GATA3/BMP5/SCRIB/VASP/ST14/CELSR1/HS2ST1/PFN1/IRX2/WNT9B/OPA1/SEMA4C/MED12/RPS7/GRHL3/HES5/TMED2/DLC1/NODAL/BCL10/CITED2/KDM2B/WDR83/GLMN/SDC4/DEAF1/PRKACB/BRD2/ABL1/SETD2/TGFB1/MTHFR/VANGL2/DVL2/BBS4/STK4/IFT52",63
"GO:0048762","mesenchymal cell differentiation","130/6581","274/18986",0.474452554744526,1.3687822829934,4.47855680819624,7.58983086979585e-06,0.000293703455173615,0.000206946967384418,"MDK/SEMA4G/PDCD4/CLASP2/NCAM1/SPRY1/TAPT1/TCF7L2/BMP2/LRP6/SPRY2/CUL7/HMGA2/PDPN/VASN/DAB2IP/SOX8/TWIST1/SPSB3/NOLC1/SMAD7/EMP2/RDH10/ELL3/NRP1/NOG/TIAM1/SEMA3D/PTEN/VEGFA/FAM83D/SNAI2/PTK2/SEMA6B/GDNF/DLG5/S100A4/BMP4/FRZB/FGFR1/EDN3/WNT16/FBXO11/TMEM100/HEY2/LOXL2/ERBB4/SNAI1/SEMA3F/SP6/TRIM62/WWTR1/SEMA6C/FOLR1/TGFB2/DDX17/GATA5/LEF1/SEMA3G/CLASP1/GATA3/DACT3/BMP5/HAND2/PITX2/FN1/COL1A1/LOXL3/TBX3/OTUD5/CDC42/QKI/HGF/SMO/WNT10A/AKNA/ZNF750/SPRED2/APLF/AXIN2/BMPR1A/SEMA4C/HEY1/RPS7/SDCBP/SEMA3A/RBPJ/SIX2/BCL9L/IL6/ENG/SEMA3E/CITED2/SEMA4D/DDX5/EOMES/TGFB1I1/RANBP3L/HES1/FGF8/NOTCH1/EZH2/GSK3B/TGFB3/CDH2/HEYL/EFNB1/NRTN/CRB2/SLC39A6/SPRED3/FLNA/EPB41L5/LRG1/TGFBR3/SEMA4A/TGFB1/JAG1/SPRED1/HAS2/PHLDB1/SFRP2/TGFBR1/FBXL17/FOXC1/TCOF1/EDNRB/ADIPOR1/MAPK3/DAG1",130
"GO:0021766","hippocampus development","54/6581","95/18986",0.568421052631579,1.63987875782756,4.55391461607522,7.7540371606033e-06,0.000298250164279832,0.00021015063300202,"MDK/EZH1/TSC1/ZIC3/FXR2/CASP3/IGF1R/PTEN/PAFAH1B1/LMX1A/SEMA6B/KDM6B/MECP2/NR2E1/KIF14/PTPRS/PPP1R9B/SCT/NF2/BCAN/LHX5/CDK5R1/RELN/LEF1/NCOA1/PHLPP2/FGF13/SMO/BBS2/VPS13B/RAN/NEUROD1/FEZF2/CRKL/TSKU/DCLK2/DLX1/EZH2/ID4/GSK3B/LRP8/CDK5R2/FXR1/HDAC1/UQCRQ/TUBA1A/EPHA5/CDK6/EIF2B5/XRN2/ZIC1/BBS4/BTG2/SCN2A",54
"GO:0023061","signal release","217/6581","493/18986",0.440162271805274,1.26985578065566,4.42185362596033,8.33545488200048e-06,0.000318693888751934,0.000224555525784242,"PLA2G6/RAB11FIP2/PLCB1/HFE/OSBPL2/GNAO1/ACVR2B/TCF7L2/GLUD1/SMPD3/ANXA1/GABBR1/CRY2/NLGN2/SPP1/HTR1A/CCKAR/F2RL2/PRKCE/NF1/CAMK2G/TIAM1/MAOB/SSTR5/RAPGEF3/NRXN2/RAPGEF4/LRRC8A/KCNB1/GIT1/DVL1/PDE8B/G6PC2/OXTR/BRSK2/PFKM/GDNF/CYP19A1/NRXN1/CHRNB4/C2CD2L/PER2/GNAZ/VAMP8/CHD7/STX1B/LIF/PCSK5/CPLX1/FGFR1/FMR1/GPR158/PPP3CB/EDN3/ABCC8/PORCN/ADCY5/CCL5/PPFIA3/SCT/PRKCA/DNAJC5/KCNJ11/RAP1B/HRH3/PTPN11/CHRNA4/SYP/MCTP2/FKBP1B/CNR1/TFR2/IL1A/UNC13A/RAB11FIP3/RIMS2/SYBU/KMO/P2RX7/SYNJ1/VAMP2/CACNB4/RETN/GATA3/IL1RN/GPR27/GDF9/PTPN23/MYOF/STXBP1/PPARG/GAL/ALOX5/SCRIB/TBX3/TRPV4/ERC2/GRM4/LYN/TNFSF11/P2RX4/PLA2G10/SIDT2/UCP2/PPP3CA/CHGA/OR51E2/CHRNA6/SYT9/UCN/ADORA3/HTR2A/ORAI1/C1QTNF3/GLP1R/CADPS/ACVR1C/NEUROD1/AQP1/ADRA2C/ABAT/PRRT2/PTGS2/MAFA/CHRM3/GNRHR/KDM5B/SLC16A10/NNAT/SPINK1/GCK/NKX6-1/GIPR/RASL10B/IL6/BTK/RPH3AL/FFAR1/GHRH/RAB11FIP1/CHRNB2/P2RY1/PCK2/PSMD9/HCRT/F2RL1/SNAPIN/SNX19/PLA2G4A/INS/KCNA5/TSPO/KCNJ8/LILRB1/SLC16A1/ANO1/NR1H4/FER1L5/CRHR1/TACR1/PINK1/BRSK1/TCIRG1/PRKCB/RIMS3/NR4A1/TFAP2B/STXBP5/NLGN1/HLA-DRB1/CASK/PICK1/STX11/RAB11B/HTR2C/PFKFB2/BEST1/ADRA2A/MYB/SNCG/DYNLL1/CPLX2/SYK/SYT11/CAPN10/LIN7A/GPR68/ENY2/UNC13C/TNFRSF11A/KCNQ1/MAP2K6/ADORA1/GPLD1/EPHA5/UNC13B/RAP1A/RAB3A/PRKCG/STXBP2/C1QTNF1/OSBP/PPFIA2/SYN1/FBXO45/NR1D1/JAGN1/EDNRB/RAB3GAP1/SNPH/PREPL/VGF/PIM3/SOX4/VPS18/ACSL4/CPE",217
"GO:0021782","glial cell development","72/6581","136/18986",0.529411764705882,1.52733805876096,4.49526971991167,8.80711380325248e-06,0.000334722747820042,0.000235849651598378,"MDK/MAPT/DLL1/OLIG1/TTBK1/WASF3/KCNJ10/NF1/CNTN1/PTEN/NTRK2/ZNF488/MXRA8/ABCA2/MECP2/HDAC11/PLEC/DICER1/VIM/S100A9/KRAS/SOS1/S100A8/TREM2/C5AR1/TSPAN2/COL6A1/ASPA/ZEB2/LYN/ROR2/PRX/B4GALT6/SMO/GPM6B/ROR1/MED12/PARD3/HES5/IL6/PHGDH/TPPP/ERBB2/NCSTN/NSUN5/C1QA/NKX2-2/PLP1/ILK/ANO1/ID4/PRDM8/GRN/GRB2/PICK1/TLR2/FA2H/CDK6/LAMC3/TGFB1/EIF2B3/EIF2B5/LPAR1/SIRT2/LAMB2/NR1D1/ASCL1/ERBB3/SOX4/NDRG1/MAPK3/DAG1",72
"GO:0032355","response to estradiol","65/6581","120/18986",0.541666666666667,1.56269310641746,4.50375922226674,8.86454143226898e-06,0.000334911816834541,0.000235982871887372,"IGFBP2/ERRFI1/POSTN/KIF18A/CDKN1B/CASP8/CASP3/IGF1R/CCNA2/SSTR2/OXTR/PTCH1/BCL2L2/CYP19A1/MECP2/NCOR2/CCDC62/SSTR1/PPP1R9B/MMP2/IL10/SLC6A1/KCNJ11/MYOD1/PCNA/NR2F2/CASP9/MBD1/RGS9/MBD2/NCOA1/SOCS2/F7/ARPC1B/NCOA3/STAT5B/STXBP1/KAT5/COL1A1/CRYAB/GJB2/LCOR/CFLAR/UCN/CALR/PTGFR/PTGS2/STRN3/ASS1/NQO1/STAT3/AREG/EZH2/TACR1/GPI/POU4F2/WNT8B/ADCYAP1R1/ITGA2/DNMT3A/TGFB1/HSF1/MMP15/TXNIP/GPX1",65
"GO:0050764","regulation of phagocytosis","57/6581","102/18986",0.558823529411765,1.61219017313657,4.5153592146756,8.92922967677634e-06,0.000335371361683629,0.000236306672684471,"PTX3/PLA2G5/MYO18A/TUB/BCR/RAB27A/FCER1G/TULP1/FCGR2A/AZU1/PLSCR1/LETMD1/CD300LF/C2/FCGR2C/FCGR2B/IL15/IL2RG/PRTN3/FCGR1A/CCL2/FCN3/TREM2/CD300A/LMAN2/IL2RB/APPL1/CALR/SLC11A1/SIRPG/FPR2/C3/PYCARD/BTK/GATA2/F2RL1/CLEC7A/SCARB1/SFTPD/COLEC10/CD36/CYBA/HCK/SNX3/SYK/SYT11/TLR2/SIRPB1/CFP/PTPRC/NCKAP1L/ITGA2/TGFB1/PRKCG/ANO6/CAMK1D/SIRPA",57
"GO:0043113","receptor clustering","38/6581","61/18986",0.622950819672131,1.79719560284077,4.54218406980417,9.57554128838557e-06,0.00035754287208387,0.000251928984097014,"GRIPAP1/TNFAIP6/NLGN2/SYNGAP1/NRXN2/DVL1/LHFPL4/NRXN1/LRP4/SHISA7/COLQ/DLG2/PTN/RELN/SCRIB/CD53/SHANK3/ITGB7/ZDHHC2/ITGA4/ITGB2/MADCAM1/CRKL/LRRC7/CDH2/NLGN1/GRIK2/PICK1/FLNA/GPHN/APOE/FZD9/DLG3/ITGAL/DLG4/GLRB/ITGB1BP1/RER1",38
"GO:0032271","regulation of protein polymerization","102/6581","207/18986",0.492753623188406,1.42158035098846,4.44203692826961,9.66853186981099e-06,0.000358916139469437,0.000252896604721984,"RICTOR/MAPT/CLASP2/NUMA1/ANKRD53/TMSB10/SPTAN1/CAPG/FCHSD2/TMOD2/CDKN1B/ARHGAP18/ARHGEF7/TTBK1/EVL/VDAC2/PSRC1/SKA1/SPTBN2/PRKCE/DCTN1/KANK3/MET/MYADM/ADD1/HIP1R/GIT1/MECP2/AKAP9/DAAM2/CAPZA1/CYFIP2/BAIAP2L2/ARHGAP28/CLIP3/TWF2/TPPP3/ADD3/SSH3/MAP2/GBA2/CAMSAP1/CDK5R1/FCHSD1/CLASP1/BIN1/SPTBN1/CAPZA2/MEGF9/DYRK1A/TBCD/SSH2/VASP/ARPC2/NME7/TPPP2/CCR7/PFN1/HAUS8/SLAIN1/CAV3/KANK1/HAUS1/KANK4/HAUS3/SPTBN4/KANK2/CCL26/FES/PYCARD/CDK5RAP2/ARFGEF1/TPPP/RASA1/SNX9/PDE4DIP/ADD2/CTTN/AVIL/PINK1/SLAIN2/ARPC5/CDC42EP3/HCK/COTL1/GRB2/SCIN/ABL1/NCKAP1L/INPP5J/HCLS1/EPS8/LMOD1/SPTB/ELN/PRKCD/BBS4/NAV3/FKBP4/NCK1/CKAP5/NCKAP1",102
